Trial Alias,Material Number,Material Description,Material type,MRP Controller,MRP Group,MRP Type,Mixed MRP indicator,Material Group,Purchasing Group,Procurement Type,Profit Center,Processing time,Purchase Request Unit,Production Scheduling Profile,Product hierarchy,Material Authorization Group for Activities in QM,Maintenance status,Maintenance status of complete material,Minimum Target Range of Coverage,Issue Storage Location,Net contents,Net weight,Interval Until Next Recurring Inspection,Minimum Lot Size,Minimum Remaining Shelf Life,Minimum Safety Stock,Minimum Shelf Life Required: Location-Dependent,Maximum Stock Level,Maximum Storage Period,Maximum Shelf Life Required: Location-Dependent,Maximum Lot Size,Maximum Allowed Capacity of Packaging Material,Method for Selecting Alternative Bills of Material,Maximum Target Range of Coverage,Maturation Time,Mean inspection duration_deactivated,Load Capacity,Loading Group,Location-Dependent Shelf Life,Lot Sizing Procedure within Materials Planning,Volume,Width,Weight Unit,Version Indicator,Variance Key,Valuated Goods Receipt Blocked Stock.1,Validity date of vendor declaration,Universal Product,Transportation Group,Total shelf life,Total replenishment lead time in workdays,Tied Empties Stock,Throughput Time,Third-Party Order Processing,Temperature conditions indicator,Target Stock,Target Days' Supply in Workdays,Takt time,Synchronization Time Stamp,Synchronization Active,Surcharge factor for cost in percent,Storage percentage,Storage conditions,Storage Condition Flag,Stock Transfer Net Change Costing,Stock in Transit,Stock in transfer_plant to plant,Special procurement type,Shipping setup time,Shipping processing time,Service level,Serialization Valid From,Serialization Type,Sample for quality inspection_in%__deactivated,Safety time_in workdays,Safety stock,Rounding value for purchase order quantity,Retain Fixed Pegging for Product on Document Change,Resource Network,QM in Procurement Is Active,Quantity: Number of GR/GI slips to be printed,Requirement Strategy,Reorder Days' Supply_in Workdays,Reorder Point,Repair Safety Stock,Replenishment Lead Time in Calendar Days,Count of Reportable Item Code - Numerical ID,Required Maximum Shelf Life,PPC Planning Calendar,PPC Heuristics,Plant-Specific Material Status,PP Planning Procedure,ABC Indicator,Additional Instructions,Sum of Alert threshold for early receipts,Sum of Allowed packaging volume,Sum of Allowed packaging weight,ANP Code,Sum of Base quantity,Base Unit of Measure,Batch management Indicator_Internal,Batch Management Requirement Indicator for Plant,Checking Group for Availability Check,Commodity Code,Consumption mode,Sum of Consumption of Storage Capacity per Unit of Material,Consumption period: forward,Control Key for Quality Management in Procurement,Country of Origin of Material_Non-Preferential Origin,Created On,Current period _posting period,Date from which the plant-specific material status is valid,Date of Last Change,Default storage location for external procurement,Determination of batch entry in the production/process order,Division,Documentation required indicator,Sum of Duration of Work,Effective-Out Date,Exemption certificate: Issue date of exemption certificate,Expiration Date,External Representation of Material Number,Sum of Fixed lot size,Flag Material for Deletion at Plant Level,General item category group,Sum of Goods Issue Processing Time in Days,Sum of Goods receipt processing time in days,Sum of Gross contents,Sum of Gross weight
CT-9831-IEW,MAT-49651,High Injection,Investigational Product,MRP-112,G3 Pilot,VV,Yes,MG926,PG22,In-House,PC3903,4,White,Republican,58.88.43,Sing,Completed,Closed,Even,Information,Responsibility,5.21,Reduce,LOT-57874485,Pick,Cover,Whose,Country,Term,Song,LOT-47865891,9.2,Investment,Million,2025-02-16,4,23.9,Statement,Officer,LOT-29384973,36.79,695225531,11.66,Career,Move,Church,V8974964,Choice,Beautiful,Knowledge,14,Say,2025-10-15,Movie,Manage,Kitchen,1,2024-10-24,2023-12-12,Official,4955.82,7.38,System,Yes,4139.07,Even,LAT04,Source,2025-02-05,2024-02-06,Site,485598305,Factor,Manage,20,First,67,But,Daughter,Pressure,394,Film,21,Care,History,2,342,Enter,Late,Show,Completed,His,Recognize,Democratic,Or,39.24,30.42,dC-4742,390,EA,Whatever,LAT04,Course,BY-0997,Wife,37.79,Them,Generation,United States Minor Outlying Islands,2024-08-02,Miss,Closed,2025-09-20,Rock,DC052809-D93,Common,Build,28,2024-07-22,2025-09-21,2025-07-09,MAT-40089,LOT-26730959,AP03,Other,13,12,Too,20.96
CT-3395-UCM,MAT-34899,Continue Capsule,Investigational Product,MRP-107,G2 Commercial,PD,No,MG183,PG66,In-House,PC1640,10,Whether,Somebody,56.30.58,Career,Pending,Active,Response,Together,Company,27.97,Nor,LOT-99508478,Subject,Computer,Capital,Study,Support,Whole,LOT-27778437,38.24,Happy,Gas,2025-04-24,29,17.71,According,Tree,LOT-46257312,35.67,499194913,25.69,Series,That,Message,V7520969,Indicate,Paper,Other,28,Result,2024-12-18,Talk,Across,Window,14,2024-07-25,2025-01-05,Product,4617.67,25.95,Fear,Yes,4145.93,Represent,EU02,Notice,2024-05-30,2024-02-11,Site,627108029,Land,Court,1,Camera,191,Avoid,Bar,Get,198,Interest,2,Chair,Fear,9,279,Surface,Than,Wonder,Completed,Story,Remember,Eight,Difficult,14.12,28.02,gB-1333,122,EA,Once,AP03,Hard,IO-8513,About,48.91,Popular,Huge,Holy See (Vatican City State),2022-12-01,Idea,Completed,2025-08-12,Tax,954B5F54-FC0,Word,Business,16,2024-11-19,2025-10-03,2024-05-20,MAT-73628,LOT-10539218,EU02,Kind,24,1,Mouth,38.12
CT-3395-UCM,MAT-40706,Keep Capsule,Investigational Product,MRP-103,G2 Commercial,VV,Yes,MG707,PG43,External,PC6429,15,Use,Strategy,38.82.54,Star,Pending,Completed,Lose,Because,Fire,25.02,Charge,LOT-58463446,Explain,Usually,Able,Country,Too,Over,LOT-11992270,2.48,Present,Maintain,2025-11-09,8,43.43,Next,Present,LOT-43759862,28.94,991924933,34.37,Positive,Range,Inside,V4515308,No,Compare,Floor,30,Food,2026-09-06,Sister,Enjoy,Animal,12,2025-07-06,2023-12-27,Way,430.76,82.44,Knowledge,Yes,2942.07,Thousand,AP03,Story,2024-11-10,2025-11-29,Site,813857065,Themselves,Hour,5,Administration,104,Ahead,Arm,Happy,360,Common,17,Commercial,Old,10,380,Nature,Individual,Gun,Pending,Artist,Nor,Then,Daughter,45.55,26.92,xB-3226,71,EA,History,EU02,Various,lA-3715,House,39.22,Either,Present,Antigua and Barbuda,2024-02-04,Plant,Completed,2025-09-29,Although,D30AB6AE-A77,Watch,My,16,2025-07-07,2026-05-10,2024-05-28,MAT-52579,LOT-72341875,EU02,Start,21,9,About,29.27
CT-3395-UCM,MAT-82814,Reduce Solution,Investigational Product,MRP-110,G2 Commercial,PD,No,MG827,PG70,External,PC1956,15,Reason,Standard,71.93.24,Of,Completed,Pending,Around,Raise,Direction,33.33,Glass,LOT-44491067,When,Everybody,Attention,Site,Standard,Current,LOT-34198332,28.48,Indeed,Trouble,2026-04-14,22,3.44,Others,Citizen,LOT-72341875,13.33,465228215,37.06,Know,Scene,Paper,V1690868,General,Successful,Control,15,Issue,2026-07-08,Land,Put,Play,11,2025-01-23,2024-01-13,Impact,3932.26,65.02,These,No,164.14,Find,LAT04,Themselves,2026-11-01,2024-07-27,Country,619725649,Reach,Apply,13,Behind,70,Artist,Nation,Scene,123,Your,7,Finally,Ready,4,145,Special,Staff,Mention,Active,Day,Day,They,Reduce,26.01,12.9,kt-0957,331,EA,Candidate,US01,Third,en-4474,Art,16.96,Blue,Condition,Philippines,2025-04-02,Race,Active,2025-10-17,See,F07DEB5E-390,Unit,Special,8,2026-09-25,2026-04-08,2024-06-07,MAT-66374,LOT-26774933,US01,Possible,8,13,Else,11.4
CT-4229-AWU,MAT-40089,Pull Patch,Investigational Product,MRP-126,G2 Commercial,PD,Yes,MG424,PG23,In-House,PC5507,3,Certainly,Senior,69.59.31,Attention,Pending,Completed,Describe,Space,Own,35.5,Player,LOT-46656333,Road,Build,Big,Site,Area,Member,LOT-94846184,24.99,To,Scientist,2024-06-10,18,14.37,Item,Before,LOT-69596629,29.71,949867297,44.33,Store,Along,Ready,V3123397,House,Interest,Pretty,24,Long,2026-08-22,Central,Energy,Become,13,2026-08-11,2026-04-07,Choose,3417.78,17.77,Customer,Yes,2389.22,Share,EU02,Training,2026-03-26,2026-03-09,Site,126912613,Member,Machine,26,Start,132,Same,Individual,National,466,Out,12,Get,Born,15,419,Begin,Success,Speak,Active,Employee,Performance,Such,Rule,2.19,43.32,kj-1935,408,EA,Pull,EU02,Everyone,NH-1601,Successful,39.73,Across,Nor,Mauritius,2023-02-14,Throughout,Pending,2025-07-01,Participant,EA3FBE37-E91,News,Reveal,29,2026-08-01,2025-02-01,2024-04-21,MAT-66331,LOT-99664516,US01,Line,10,16,Perform,5.18
CT-4229-AWU,MAT-47986,Experience Tablet,Investigational Product,MRP-130,G3 Pilot,PD,Yes,MG962,PG28,Consignment,PC2906,11,Power,Suddenly,59.75.92,Yet,Pending,Closed,Year,Evening,Finish,19.08,Picture,LOT-83708194,Compare,Individual,Nature,Site,Born,Action,LOT-63567190,6.1,Exist,Create,2026-09-06,19,4.83,Help,Would,LOT-62858960,4.47,531622411,38.99,Individual,Gun,Place,V6724980,Fill,Season,Others,17,Cover,2025-03-15,Base,Return,Director,28,2026-08-08,2026-04-18,Senior,3193.54,84.25,One,Yes,2454.85,Mrs,EU02,Bring,2026-09-29,2026-10-03,Country,518733321,Suggest,His,21,First,182,Suggest,Remember,Candidate,149,Clearly,25,Again,Air,4,353,Customer,Future,Build,Completed,Phone,Choice,Body,Example,10.34,23.41,qx-5276,375,EA,Campaign,EU02,Level,ue-4623,Chance,21.67,Left,Middle,Sao Tome and Principe,2024-06-04,Later,Pending,2025-10-19,Charge,24B63DC5-4E0,Develop,Eye,1,2025-11-04,2025-05-21,2024-01-19,MAT-15875,LOT-36343625,US01,Himself,9,26,Respond,5.78
CT-4229-AWU,MAT-30745,Indicate Patch,Comparator,MRP-133,G2 Commercial,VB,Yes,MG554,PG94,External,PC9918,10,Care,Relate,21.92.84,Wall,Active,Closed,Recently,Up,List,34.33,View,LOT-70811881,Single,Notice,Fact,Study,Market,Rise,LOT-49095565,5.65,Detail,Nation,2025-11-24,3,49.18,Difficult,White,LOT-51723458,48.3,179267924,36.19,Series,Just,Action,V5855313,Still,Whose,Black,26,Community,2025-07-31,Because,Suggest,Beat,28,2026-06-15,2026-09-25,Treatment,3109.2,71.67,Food,Yes,154.32,Win,EU02,Fill,2026-09-19,2024-01-09,Study,158090635,Law,Kid,19,Picture,274,East,Chair,They,463,Sign,14,Significant,Life,24,331,Thousand,Soon,Government,Active,Begin,Mention,Industry,Home,32.75,29.17,jK-3446,321,EA,Now,LAT04,Employee,Kj-8683,Allow,40.58,Community,Two,Guadeloupe,2023-09-15,Meeting,Completed,2025-08-05,Hit,C93ED8AD-5FB,Understand,Some,7,2024-12-20,2024-12-12,2025-10-10,MAT-84153,LOT-14354504,EU02,His,28,11,Provide,38.23
CT-4229-AWU,MAT-22354,Light Tablet,Investigational Product,MRP-135,G3 Pilot,VB,No,MG784,PG53,In-House,PC1414,11,Total,Financial,24.89.29,Thus,Active,Closed,Real,Budget,Recent,32.41,Admit,LOT-57705062,Ago,He,Across,Site,Believe,Enjoy,LOT-48273549,0.99,Assume,Apply,2025-03-06,11,11.51,Political,Expert,LOT-58463446,23.65,968090981,28.95,Mention,Wide,Program,V9809773,Than,Line,Vote,4,Tax,2024-11-09,Young,Word,Whom,22,2024-08-24,2026-05-23,Face,2762.44,66.53,Role,Yes,2186.4,Piece,US01,Write,2025-05-15,2024-03-05,Study,857515235,Bed,Growth,28,Goal,288,To,Apply,Participant,232,Ok,23,Compare,Popular,13,12,Cut,Close,Learn,Completed,Bad,Money,Police,Service,33.45,45.42,lk-4272,32,EA,Media,EU02,Value,wl-9009,Form,28.5,Both,Chair,Thailand,2025-05-25,Generation,Active,2025-06-16,Candidate,F038C3DD-DF4,Meeting,Spring,13,2026-10-31,2025-10-08,2024-02-14,MAT-22610,LOT-70811881,US01,Design,25,23,Machine,26.49
CT-9771-CZL,MAT-22610,Us Solution,Ancillary Supply,MRP-108,G2 Commercial,VV,Yes,MG872,PG93,Consignment,PC9842,6,Successful,Choose,66.96.72,At,Active,Pending,Grow,Range,Fish,29.54,Gas,LOT-57559766,During,Serious,Factor,Site,Listen,Significant,LOT-73297905,35.15,Maybe,Study,2024-02-12,19,12.83,Hotel,Just,LOT-30151730,22.06,280607807,18.25,Too,Economic,Religious,V6807660,Always,Yet,Resource,18,Produce,2024-06-29,Safe,Focus,Magazine,25,2025-06-15,2026-01-09,Memory,4217.67,89.38,Professor,No,2147.18,Form,EU02,Foreign,2024-06-06,2025-09-26,Study,833521198,Give,Remain,27,Peace,192,Serve,Little,My,214,Dinner,1,Subject,Down,19,452,Great,Value,Beautiful,Closed,Financial,Effort,Write,Compare,41.34,5.48,RK-0108,130,EA,Article,LAT04,Meet,YD-9078,Nice,18.18,Home,Far,Belize,2024-09-08,Population,Active,2025-06-20,Mean,6BBDED17-78C,Great,Theory,5,2024-02-28,2026-04-22,2024-04-28,MAT-45907,LOT-62442527,US01,At,14,15,Fall,35.3
CT-9771-CZL,MAT-93544,Player Solution,Investigational Product,MRP-123,G1 Clinical,VB,Yes,MG374,PG71,In-House,PC8861,3,Stay,Together,91.61.28,Option,Pending,Completed,Huge,Cause,Draw,33.79,Born,LOT-89268420,Strategy,So,Much,Country,Raise,Then,LOT-49258177,5.71,Test,Better,2025-11-01,9,6.23,Ask,Phone,LOT-46257312,32.55,558490949,47.25,Fight,Minute,Event,V6236020,Nor,Detail,Sister,11,Area,2024-03-19,Seek,Final,Peace,10,2025-07-09,2026-04-04,Available,3092.09,3.23,Practice,Yes,164.46,Parent,AP03,Look,2026-10-25,2025-08-10,Site,980890755,Sort,Play,4,Purpose,430,Building,Manage,We,444,Customer,25,Require,Someone,30,320,Total,Skin,Financial,Pending,Charge,Analysis,Nearly,Board,13.97,19.93,fU-5816,41,EA,Home,AP03,Show,wt-5540,Option,11.03,Floor,Attack,Kazakhstan,2023-01-08,Myself,Closed,2025-06-27,Court,F07DEB5E-390,Seem,Meet,2,2025-11-14,2024-01-01,2024-01-10,MAT-86168,LOT-68153288,EU02,Exist,16,15,Quickly,14.02
CT-5014-EEP,MAT-39627,Fund Tablet,Comparator,MRP-123,G2 Commercial,VB,Yes,MG455,PG25,In-House,PC5922,15,Oil,Candidate,14.51.62,Benefit,Closed,Pending,World,Win,Well,20.61,Pull,LOT-49258177,Personal,Plant,After,Study,After,Choose,LOT-16679340,42.63,Approach,Family,2025-02-19,30,18.85,Produce,Matter,LOT-68153288,47.0,296775590,20.83,Change,Work,Election,V7990256,Building,Many,Teacher,21,Establish,2026-07-03,Good,Will,Capital,7,2026-05-15,2025-02-06,Anything,3013.17,61.7,Type,No,4812.78,Decade,US01,Either,2024-03-26,2026-07-02,Country,930656586,Soon,Community,29,Former,80,Parent,Inside,Both,369,Fact,28,Book,Pretty,30,148,Peace,Stand,Cover,Closed,Avoid,Conference,Son,Small,14.05,0.56,HU-3449,492,EA,Reality,AP03,Its,lk-6859,Ago,8.3,Couple,Somebody,Spain,2024-01-09,Really,Closed,2025-09-28,Performance,2F2C7D94-2CE,Identify,Series,9,2025-01-14,2025-06-14,2024-05-04,MAT-14039,LOT-26474824,LAT04,Usually,10,18,Little,1.51
CT-5014-EEP,MAT-53554,They Capsule,Ancillary Supply,MRP-103,G1 Clinical,VB,Yes,MG779,PG10,External,PC8635,8,Certainly,Eat,35.65.72,Tree,Completed,Closed,Much,Key,Good,7.96,Condition,LOT-39555641,Peace,Form,Successful,Country,Smile,Able,LOT-99664516,34.97,Common,Third,2025-08-08,30,36.94,Hotel,Everyone,LOT-45953393,33.06,565376989,8.01,Certain,Consider,Forget,V3688103,Argue,Start,Five,12,Good,2026-01-18,Shoulder,Adult,Recently,13,2025-07-06,2026-04-19,Air,2990.39,62.4,Increase,Yes,1699.94,Pretty,LAT04,Hotel,2026-07-31,2024-07-05,Study,301138368,Music,Close,3,Dark,170,Hand,Medical,Specific,177,Control,16,Represent,Time,7,134,Picture,Which,With,Closed,Hand,Shake,Morning,Yet,36.36,44.57,Wg-7992,129,EA,College,LAT04,Rate,cc-0363,And,42.51,Set,Yard,Grenada,2024-08-24,Her,Active,2025-07-27,First,43A721B6-D4D,Public,Rich,16,2026-09-14,2026-01-10,2026-10-19,MAT-18097,LOT-14364098,EU02,Magazine,10,22,Develop,41.01
CT-3636-AVP,MAT-46171,Though Solution,Ancillary Supply,MRP-136,G1 Clinical,PD,Yes,MG948,PG13,Consignment,PC6316,7,Arm,Clear,46.49.81,Collection,Closed,Pending,Deal,Tv,Surface,48.18,Everything,LOT-62532897,Often,Until,Officer,Study,Day,Woman,LOT-34308389,38.52,Lot,Chance,2024-11-12,7,9.65,Happen,Community,LOT-91082003,15.45,662817086,9.77,Continue,Thought,Compare,V5549655,Effect,Direction,Direction,30,Young,2024-05-08,Outside,Give,Church,14,2026-07-22,2025-09-07,Arm,4051.73,6.83,Long,No,3171.44,See,US01,Collection,2026-10-30,2024-07-24,Country,973994950,Behavior,Off,9,No,438,National,West,Within,230,Explain,28,Somebody,People,6,496,Then,Morning,Expert,Pending,Field,Lose,Development,Expect,16.19,0.7,SS-9665,163,EA,Loss,US01,Describe,Cy-5267,Few,32.68,Program,Instead,Netherlands,2023-08-12,We,Active,2025-08-16,Door,F58F8FB7-75D,Any,Democratic,2,2024-05-19,2025-04-23,2026-09-02,MAT-30745,LOT-64232123,AP03,Role,5,28,Both,37.47
CT-3636-AVP,MAT-54383,Agency Injection,Comparator,MRP-108,G3 Pilot,VV,Yes,MG143,PG86,Consignment,PC5882,2,Hot,Choice,17.78.32,Toward,Active,Completed,Again,Area,Agent,41.56,High,LOT-48273549,Author,Method,Significant,Country,Add,Consider,LOT-36676116,34.07,Society,Because,2023-12-18,2,38.78,Follow,Example,LOT-44491067,3.82,387227838,38.74,Modern,Wall,General,V9269329,Front,Service,Size,23,More,2025-02-10,Deep,Summer,Forward,6,2024-11-08,2024-12-04,Finish,3571.32,66.93,Play,Yes,789.75,Congress,AP03,Term,2025-12-01,2025-06-04,Study,699774232,Yeah,Night,5,Friend,217,Beat,Address,Reflect,86,Market,30,Instead,Rule,21,71,Pressure,Fight,Operation,Completed,Congress,Single,Trouble,Your,16.78,44.23,Rs-5826,36,EA,Performance,US01,Left,mn-5286,Fact,30.45,Middle,Development,Togo,2025-06-11,Worker,Closed,2025-07-23,Major,4C90F0B2-38C,Leg,Face,28,2025-05-27,2026-03-14,2026-06-23,MAT-22108,LOT-16679340,EU02,Use,2,18,Trial,35.78
CT-7484-BIH,MAT-66257,Hundred Solution,Comparator,MRP-133,G3 Pilot,PD,No,MG451,PG81,External,PC7960,8,Crime,Matter,80.31.28,Term,Active,Closed,Mention,Student,Resource,28.54,Growth,LOT-11996537,Help,Per,Land,Country,Accept,Him,LOT-97576608,17.47,Very,Tax,2024-08-18,11,9.85,Main,Light,LOT-19895402,20.99,706269600,26.04,Travel,Mr,New,V4369403,Part,Security,Entire,22,Inside,2026-07-26,Term,Quality,Design,9,2025-04-15,2025-12-26,Rich,3052.99,54.7,Themselves,No,3494.79,Tax,LAT04,Another,2025-11-05,2026-10-30,Country,361748843,Serious,Measure,14,Night,383,Rich,Light,State,338,Financial,29,Low,Call,21,58,Back,Pm,Reveal,Active,Push,Seat,Expect,Take,22.53,43.25,Qy-3130,313,EA,Season,EU02,Church,Bc-7067,Model,44.53,Smile,Short,South Georgia and the South Sandwich Islands,2024-12-19,Sort,Active,2025-09-26,Firm,F810F57F-82C,Human,Knowledge,4,2024-10-22,2024-07-03,2026-09-16,MAT-54383,LOT-89350866,AP03,Painting,11,6,Carry,24.53
CT-7484-BIH,MAT-66374,Oil Tablet,Ancillary Supply,MRP-135,G2 Commercial,VB,No,MG731,PG82,In-House,PC3658,5,Huge,Republican,18.24.24,Project,Completed,Pending,Outside,Item,Find,31.25,Buy,LOT-70811881,Important,Who,They,Country,Available,Someone,LOT-94284099,9.78,Price,Approach,2026-02-09,17,5.54,Black,Thousand,LOT-39340148,42.02,951815066,16.12,Director,Pull,There,V4228503,Spring,About,Fight,5,Positive,2025-03-23,Energy,Raise,Part,7,2026-09-26,2024-10-17,Soon,4157.14,1.64,Green,Yes,3743.11,We,AP03,Effect,2024-06-02,2026-02-13,Site,164025422,Plan,Official,23,Word,288,Baby,Specific,Stage,458,Ahead,23,Production,Clearly,14,21,Different,Evening,Finally,Active,Wife,Single,See,Window,47.38,3.27,UD-0487,68,EA,Me,AP03,Computer,Fq-8763,Huge,12.64,Mind,Sport,Guadeloupe,2024-08-01,Late,Closed,2025-05-19,Stuff,F52B62BD-E91,Myself,Tough,19,2024-05-29,2025-10-17,2026-06-02,MAT-79992,LOT-47865891,US01,Culture,17,5,Speak,40.36
CT-7484-BIH,MAT-74247,Great Patch,Investigational Product,MRP-131,G2 Commercial,VV,Yes,MG956,PG37,In-House,PC5724,6,Suggest,Become,25.49.58,Situation,Active,Active,Travel,Thought,Purpose,28.18,Big,LOT-16824774,Young,Daughter,Fill,Study,Onto,Example,LOT-91968301,49.21,Organization,To,2026-02-20,18,15.05,Necessary,Best,LOT-82054650,10.36,363915714,33.25,Serious,Major,Degree,V4891393,Mind,Skill,Report,7,Computer,2026-01-07,Think,Add,Day,19,2025-11-26,2026-09-03,Task,1398.55,84.43,Me,Yes,636.64,Law,LAT04,Eight,2024-07-24,2026-07-30,Study,882079226,Together,Situation,9,State,189,Society,Church,Often,410,Generation,28,Produce,Time,7,428,Much,Bar,Somebody,Active,Part,Court,Past,Call,6.46,41.31,OD-3221,9,EA,Result,US01,Better,WC-1859,Purpose,43.25,Responsibility,Car,Malta,2023-11-08,Leave,Closed,2025-11-09,Age,04FD0749-0E8,Likely,Experience,11,2026-04-28,2025-07-03,2026-02-25,MAT-18458,LOT-44491067,US01,Practice,30,18,Beyond,40.13
CT-7487-KNX,MAT-18458,Reason Tablet,Ancillary Supply,MRP-102,G3 Pilot,VV,No,MG928,PG56,External,PC9556,3,Structure,Security,89.58.24,Look,Closed,Closed,Attorney,Plant,Data,22.41,Word,LOT-84562329,Do,Smile,Suddenly,Study,Drive,The,LOT-78676156,14.63,Pick,Thus,2024-06-18,27,41.72,That,Music,LOT-89567405,25.05,267883925,49.0,Care,Each,Within,V3367441,Work,Shoulder,Know,14,Fish,2026-02-11,Dinner,Foot,Cover,2,2026-03-04,2026-06-03,Well,1536.2,89.53,Home,Yes,994.87,Picture,AP03,In,2023-12-08,2025-10-27,Study,912532040,Than,Already,12,Despite,293,Space,New,Customer,446,Return,9,Our,Drop,30,400,Choose,Technology,Share,Closed,Put,Again,Behind,Candidate,37.24,40.49,CL-5585,471,EA,Community,US01,Citizen,bn-0908,Catch,8.46,Race,Wonder,Grenada,2023-04-14,Bank,Completed,2025-09-06,Wrong,1E2662CC-B8F,Claim,Interest,14,2024-06-28,2026-03-29,2026-05-22,MAT-86168,LOT-63567190,AP03,Task,6,16,Father,41.99
CT-7487-KNX,MAT-56157,Contain Solution,Comparator,MRP-116,G3 Pilot,VV,Yes,MG533,PG43,External,PC4877,8,Number,Series,90.21.46,Foot,Closed,Completed,Bad,Pick,Man,6.23,Stage,LOT-30324704,Dinner,Boy,Community,Country,Financial,Step,LOT-51723458,11.14,Never,Coach,2024-11-23,3,19.39,Fear,Memory,LOT-32180264,21.63,521022672,39.04,Market,Society,Will,V5362912,Charge,Any,Prepare,16,Necessary,2025-04-07,Identify,By,Their,10,2026-07-01,2025-12-12,Cause,3320.26,37.19,Model,No,3604.62,Land,LAT04,Pay,2023-11-22,2024-07-09,Country,240347023,Share,Point,9,Cold,331,Window,Southern,Political,98,Case,7,Amount,Lead,29,7,Ability,From,Entire,Pending,Exactly,Establish,Partner,Today,20.98,38.93,Iw-0569,277,EA,Popular,AP03,Food,Yf-5199,Clearly,16.75,Against,Serve,Nepal,2023-06-01,Much,Active,2025-07-31,If,48F49FFF-6F5,Sister,Deal,7,2023-11-22,2025-01-03,2024-10-23,MAT-22108,LOT-36343625,AP03,Republican,3,7,Sport,15.8
CT-7487-KNX,MAT-59372,Issue Patch,Ancillary Supply,MRP-126,G3 Pilot,PD,No,MG945,PG76,Consignment,PC7505,2,Focus,Final,24.84.63,Available,Completed,Closed,Positive,Rock,Four,28.26,Goal,LOT-70117079,Nature,After,Play,Site,Box,Crime,LOT-44491067,10.33,Population,Care,2024-04-30,3,12.02,Trade,Write,LOT-47865891,7.46,638179870,15.28,War,Few,Exist,V4319173,Similar,Realize,Total,15,Section,2026-10-20,Though,Sing,Push,3,2025-09-19,2025-03-03,Possible,3264.1,80.6,Offer,Yes,3362.06,Specific,AP03,Put,2023-12-16,2024-09-09,Country,718853818,Plant,Eight,10,Fly,111,Attack,Building,Happy,407,She,8,View,Finish,9,394,Left,Administration,Toward,Pending,On,Maybe,Actually,Give,16.59,18.11,XV-6876,219,EA,Sense,AP03,Task,SK-6921,Subject,35.92,Inside,Not,Togo,2025-03-14,Oil,Pending,2025-09-18,Watch,23447E8F-F1B,Card,Wife,23,2025-11-16,2024-02-03,2025-09-19,MAT-93657,LOT-75185716,US01,Concern,6,15,Both,10.63
CT-3230-HFO,MAT-73628,Health Solution,Ancillary Supply,MRP-138,G3 Pilot,PD,Yes,MG101,PG18,In-House,PC2798,6,Bill,Price,76.97.50,Detail,Closed,Active,Effect,Teach,Condition,6.45,Window,LOT-10539218,Daughter,To,Young,Study,Region,Role,LOT-62442527,45.2,Early,Second,2024-12-21,8,32.87,Term,House,LOT-12068529,17.2,579310694,24.12,Red,Painting,Economy,V4679629,Security,Practice,Fund,5,Let,2024-07-08,Become,Improve,Daughter,19,2025-01-19,2025-01-06,Church,2101.74,71.77,Law,No,3544.02,Sister,US01,Smile,2024-11-22,2026-03-09,Study,581110894,Probably,Job,16,Piece,175,Peace,Most,Weight,194,Bag,19,Real,President,6,32,Know,Range,Yard,Closed,Left,Day,Management,Hear,7.0,35.69,jL-7676,277,EA,Yes,LAT04,Reveal,JQ-5990,Activity,26.76,Fast,Sense,Cape Verde,2024-10-30,International,Closed,2025-08-11,Sound,B346DE58-18B,Party,Large,7,2026-09-06,2025-08-13,2025-07-23,MAT-66331,LOT-21437748,US01,Per,5,9,Safe,25.15
CT-3230-HFO,MAT-68176,Treat Tablet,Comparator,MRP-137,G1 Clinical,PD,No,MG910,PG83,External,PC2444,6,Beyond,Summer,74.73.33,Develop,Active,Closed,Modern,Let,Six,20.39,Along,LOT-16159838,Themselves,Especially,Sister,Country,Fact,Soon,LOT-67845376,46.32,Play,Person,2025-11-17,20,18.36,Speech,Why,LOT-43759862,1.23,917746571,36.57,Understand,Rather,Myself,V1247866,Guess,Fish,Trade,1,Her,2024-02-02,Member,Road,Or,18,2024-11-23,2026-04-11,Tough,1843.92,47.28,Close,Yes,1565.12,Source,LAT04,Crime,2026-04-22,2026-05-26,Country,153703838,Sea,Its,1,Few,363,Movement,One,Music,166,Especially,11,Picture,Student,12,151,Meet,Series,Stuff,Pending,Even,Down,Design,Watch,35.02,4.63,qv-2560,383,EA,Concern,AP03,South,eB-5503,Require,41.36,Want,Design,South Africa,2023-02-25,Exist,Pending,2025-09-04,Two,9F746DC7-45B,Environmental,Success,6,2025-01-14,2025-01-11,2024-07-20,MAT-14039,LOT-71401478,AP03,After,28,12,Place,37.06
